,Entrez_Gene_Id,counts,Perc_Bi_Allelic
947,2591,3,0.0
948,6146,3,0.0
949,9747,3,0.0
950,390191,3,0.0
951,80000,3,0.0
952,4288,3,0.0
953,5211,3,0.0
954,10277,3,0.0
955,5549,3,0.0
956,401387,3,0.0
957,389257,3,0.0
958,26762,3,0.0
959,51313,3,0.0
960,5371,3,0.0
961,123041,3,0.0
962,7260,3,0.0
963,114784,3,0.0
964,59344,3,0.0
965,151827,3,0.0
966,91574,3,0.0
967,7226,3,0.0
968,51270,3,0.0
969,84501,3,0.0
970,22865,3,0.0
971,57678,3,0.0
972,89,3,0.0
973,92293,3,0.0
974,80206,3,0.0
975,140453,3,0.0
976,152,3,0.0
977,84251,3,0.0
978,26999,3,0.0
979,51742,3,0.0
980,79934,3,0.0
981,88,3,0.0
982,401992,3,0.0
983,115761,3,0.0
984,81832,3,0.0
985,10380,3,0.0
986,32,3,0.0
987,8471,3,0.0
988,5243,3,0.0
989,256364,3,0.0
990,8629,3,0.0
991,8614,3,0.0
992,1063,3,0.0
993,10914,3,0.0
994,9379,3,0.0
995,5067,3,0.0
996,138724,3,0.0
997,3273,3,0.0
998,10388,3,0.0
999,127665,3,0.0
1000,166336,3,0.0
1001,79054,3,0.0
1002,8204,3,0.0
1003,57716,3,0.0
1004,57724,3,0.0
1005,79933,3,0.0
1006,90293,3,0.0
1007,55243,3,0.0
1008,56884,3,0.0
1009,140803,3,0.0
1010,22906,3,0.0
1011,6503,3,0.0
1012,57620,3,0.0
1013,655,3,0.0
1014,81030,3,0.0
1015,4605,3,0.0
1016,3097,3,0.0
1017,10180,3,0.0
1018,6098,3,0.0
1019,51339,3,0.0
1020,1080,3,0.0
1021,91156,3,0.0
1022,23500,3,0.0
1023,55619,3,0.0
1024,91748,2,0.0
1025,25976,2,0.0
1026,138639,2,0.0
1027,222584,2,0.0
1028,204219,2,0.0
1029,134549,2,0.0
1030,50640,2,0.0
1031,644150,2,0.0
1032,9600,2,0.0
1033,25836,2,0.0
1034,79310,2,0.0
1035,6468,2,0.0
1036,130271,2,0.0
1037,9748,2,0.0
1038,283694,2,0.0
1039,138803,2,0.0
1040,81127,2,0.0
1041,9700,2,0.0
1042,1272,2,0.0
1043,85417,2,0.0
1044,85289,2,0.0
1045,3178,2,0.0
1046,85301,2,0.0
1047,29994,2,0.0
1048,116064,2,0.0
1049,25896,2,0.0
1050,79190,2,0.0
1051,441639,2,0.0
1052,25940,2,0.0
1053,1308,2,0.0
1054,9508,2,0.0
1055,1291,2,0.0
1056,100132476,2,0.0
1057,29978,2,0.0
1058,64787,2,0.0
1059,5442,2,0.0
1060,7439,2,0.0
1061,5426,2,0.0
1062,55035,2,0.0
1063,25936,2,0.0
1064,347365,2,0.0
1065,9320,2,0.0
1066,64759,2,0.0
1067,22868,2,0.0
1068,9584,2,0.0
1069,54682,2,0.0
1070,7535,2,0.0
1071,163223,2,0.0
1072,9352,2,0.0
1073,81035,2,0.0
1074,54674,2,0.0
1075,257169,2,0.0
1076,1244,2,0.0
1077,5294,2,0.0
1078,54454,2,0.0
1079,1212,2,0.0
1080,400735,2,0.0
1081,210,2,0.0
1082,9560,2,0.0
1083,2516,2,0.0
1084,5334,2,0.0
1085,11281,2,0.0
1086,9948,2,0.0
1087,54914,2,0.0
1088,196527,2,0.0
1089,8720,2,0.0
1090,4001,2,0.0
1091,51725,2,0.0
1092,23047,2,0.0
1093,1687,2,0.0
1094,23039,2,0.0
1095,4017,2,0.0
1096,115708,2,0.0
1097,91949,2,0.0
1098,112574,2,0.0
1099,8672,2,0.0
1100,55775,2,0.0
1101,2525,2,0.0
1102,55282,2,0.0
1103,4638,2,0.0
1104,6687,2,0.0
1105,8736,2,0.0
1106,121355,2,0.0
1107,3993,2,0.0
1108,152110,2,0.0
1109,121391,2,0.0
1110,51096,2,0.0
1111,27185,2,0.0
1112,387597,2,0.0
1113,23095,2,0.0
1114,23051,2,0.0
1115,79726,2,0.0
1116,26468,2,0.0
1117,8776,2,0.0
1118,1880,2,0.0
1119,9110,2,0.0
1120,8648,2,0.0
1121,55290,2,0.0
1122,256764,2,0.0
1123,4211,2,0.0
1124,10396,2,0.0
1125,8456,2,0.0
1126,2317,2,0.0
1127,112937,2,0.0
1128,8341,2,0.0
1129,137362,2,0.0
1130,23064,2,0.0
1131,84261,2,0.0
1132,22839,2,0.0
1133,8325,2,0.0
1134,57469,2,0.0
1135,653643,2,0.0
1136,57688,2,0.0
1137,84317,2,0.0
1138,51312,2,0.0
1139,4099,2,0.0
1140,22887,2,0.0
1141,57453,2,0.0
1142,26993,2,0.0
1143,79974,2,0.0
1144,54443,2,0.0
1145,93,2,0.0
1146,6543,2,0.0
1147,338321,2,0.0
1148,391190,2,0.0
1149,412,2,0.0
1150,63915,2,0.0
1151,6575,2,0.0
1152,29106,2,0.0
1153,2056,2,0.0
1154,113251,2,0.0
1155,2661,2,0.0
1156,283238,2,0.0
1157,9096,2,0.0
1158,100129583,2,0.0
1159,339669,2,0.0
1160,11059,2,0.0
1161,222008,2,0.0
1162,23359,2,0.0
1163,23367,2,0.0
1164,2901,2,0.0
1165,9940,2,0.0
1166,3785,2,0.0
1167,1736,2,0.0
1168,9892,2,0.0
1169,7007,2,0.0
1170,9080,2,0.0
1171,56995,2,0.0
1172,908,2,0.0
1173,283422,2,0.0
1174,390142,2,0.0
1175,64411,2,0.0
1176,924,2,0.0
1177,84893,2,0.0
1178,64427,2,0.0
1179,390066,2,0.0
1180,11201,2,0.0
1181,23503,2,0.0
1182,3670,2,0.0
1183,50848,2,0.0
1184,7874,2,0.0
1185,1012,2,0.0
1186,54922,2,0.0
1187,9208,2,0.0
1188,23335,2,0.0
1189,64283,2,0.0
1190,27241,2,0.0
1191,55066,2,0.0
1192,10044,2,0.0
1193,139067,2,0.0
1194,150483,2,0.0
1195,6721,2,0.0
1196,3897,2,0.0
1197,8848,2,0.0
1198,374786,2,0.0
1199,10036,2,0.0
1200,3889,2,0.0
1201,2733,2,0.0
1202,5930,2,0.0
1203,1832,2,0.0
1204,57115,2,0.0
1205,60481,2,0.0
1206,23247,2,0.0
1207,6935,2,0.0
1208,8912,2,0.0
1209,6830,2,0.0
1210,284418,2,0.0
1211,23255,2,0.0
1212,402381,2,0.0
1213,23263,2,0.0
1214,284402,2,0.0
1215,7915,2,0.0
1216,10993,2,0.0
1217,5858,2,0.0
1218,23287,2,0.0
1219,26024,2,0.0
1220,23303,2,0.0
1221,2837,2,0.0
1222,1436,2,0.0
1223,5675,2,0.0
1224,9648,2,0.0
1225,8745,2,0.0
1226,246176,2,0.0
1227,51780,2,0.0
1228,340547,2,0.0
1229,6718,2,0.0
1230,10661,2,0.0
1231,125488,2,0.0
1232,6571,2,0.0
1233,6555,2,0.0
1234,4647,2,0.0
1235,23062,2,0.0
1236,29102,2,0.0
1237,84502,2,0.0
