,Entrez_Gene_Id,counts,Perc_Bi_Allelic,Density
382,23348.0,2.0,0.0,
383,387775.0,2.0,0.0,
384,50614.0,2.0,0.0,
385,286205.0,2.0,0.0,
386,27248.0,2.0,0.0,257.6
387,6772.0,2.0,0.0,
388,346525.0,2.0,0.0,
389,27286.0,2.0,0.0,328.9
390,56889.0,2.0,0.0,
391,10239.0,2.0,0.0,
392,79446.0,2.0,0.0,
393,55741.0,2.0,0.0,
394,23051.0,2.0,0.0,
395,8714.0,2.0,0.0,
396,147968.0,2.0,0.0,
397,414194.0,2.0,0.0,
398,285643.0,2.0,0.0,
399,63977.0,2.0,0.0,
400,6597.0,2.0,0.0,1713.3
401,10723.0,2.0,0.0,87.2
402,1010.0,2.0,0.0,11.3
403,22989.0,2.0,0.0,
404,473.0,2.0,0.0,836.0
405,55753.0,2.0,0.0,
406,4552.0,2.0,0.0,149.9
407,113091.0,2.0,0.0,3.1
408,4540.0,2.0,0.0,
409,55861.0,2.0,0.0,
410,8632.0,2.0,0.0,39.4
411,4534.0,2.0,0.0,
412,256435.0,2.0,0.0,
413,57562.0,2.0,0.0,
414,4514.0,2.0,0.0,
415,22941.0,2.0,0.0,
416,26057.0,2.0,0.0,
417,2888.0,2.0,0.0,
418,63895.0,2.0,0.0,
419,23251.0,2.0,0.0,
420,55023.0,2.0,0.0,
421,6547.0,2.0,0.0,953.9
422,6543.0,2.0,0.0,
423,29066.0,2.0,0.0,
424,23081.0,2.0,0.0,272.4
425,148022.0,2.0,0.0,
426,57724.0,2.0,0.0,28.8
427,79810.0,2.0,0.0,25.7
428,11011.0,2.0,0.0,
429,6905.0,2.0,0.0,
430,23281.0,2.0,0.0,
431,752.0,2.0,0.0,809.5
432,8938.0,2.0,0.0,
433,283358.0,2.0,0.0,
434,6873.0,2.0,0.0,
435,1293.0,2.0,0.0,954.6
436,2769.0,2.0,0.0,
437,84665.0,2.0,0.0,
438,344758.0,2.0,0.0,
439,55811.0,2.0,0.0,49.6
440,29998.0,2.0,0.0,
441,8876.0,2.0,0.0,
442,90806.0,2.0,0.0,
443,54882.0,2.0,0.0,
444,4760.0,2.0,0.0,
445,285335.0,2.0,0.0,
446,84627.0,2.0,0.0,
447,146059.0,2.0,0.0,
448,650.0,2.0,0.0,
449,23177.0,2.0,0.0,11.3
450,8834.0,2.0,0.0,
451,729330.0,2.0,0.0,20.8
452,640.0,2.0,0.0,
453,23145.0,2.0,0.0,
454,55672.0,2.0,0.0,
455,610.0,2.0,0.0,
456,10847.0,2.0,0.0,786.8
457,23107.0,2.0,0.0,
458,10079.0,2.0,0.0,249.9
459,57706.0,2.0,0.0,
460,7757.0,2.0,0.0,589.0
461,442444.0,2.0,0.0,1.2
462,80731.0,2.0,0.0,
463,2181.0,2.0,0.0,
464,6329.0,2.0,0.0,
465,160335.0,2.0,0.0,128.1
466,83473.0,2.0,0.0,
467,255239.0,2.0,0.0,
468,156.0,2.0,0.0,
469,60678.0,2.0,0.0,
470,6263.0,2.0,0.0,249.4
471,10351.0,2.0,0.0,
472,3757.0,2.0,0.0,702.5
473,57446.0,2.0,0.0,
474,84889.0,2.0,0.0,
475,11094.0,2.0,0.0,
476,2119.0,2.0,0.0,449.6
477,202.0,2.0,0.0,473.7
478,70.0,2.0,0.0,
479,124997.0,2.0,0.0,
480,8685.0,2.0,0.0,
481,79937.0,2.0,0.0,
482,50.0,2.0,0.0,
483,51247.0,2.0,0.0,
484,4620.0,2.0,0.0,1155.9
485,5157.0,2.0,0.0,
486,169792.0,2.0,0.0,509.0
487,83985.0,2.0,0.0,
488,643314.0,2.0,0.0,
489,55182.0,2.0,0.0,
490,81926.0,2.0,0.0,
491,203068.0,2.0,0.0,
492,57538.0,2.0,0.0,
493,5788.0,2.0,0.0,
494,83590.0,2.0,0.0,
495,55599.0,2.0,0.0,
